"id";"geneTerm_a";"geneTerm_b";"sim_UV"
10785;"AT4G11120";"AT4G29390";0.993088554964664
10786;"AT4G11130";"AT5G49320";0.991148775652457
10787;"AT4G11140";"AT5G61940";0.992254770663064
10788;"AT4G11140";"At5g03010";0.992015896842837
10789;"AT4G10780";"AT5G35170";0.996820598633817
10790;"AT4G10780";"AT4G34138";0.992618232938518
10791;"AT4G10790";"AT5G63200";0.987463480500899
10792;"AT4G10790";"AT5G59420";0.989096349174429
10793;"AT4G10790";"AT4G34450";0.995398143093238
10794;"AT4G10770";"AT4G38590";0.99470849809616
10795;"AT4G10800";"AT4G37230";0.989056189238868
10796;"AT4G10800";"AT5G52360";0.995458522541795
10797;"AT4G10800";"AT4G28280";0.988836217705552
10798;"AT4G10820";"AT5G35300";0.990002935377636
10799;"AT4G10820";"AT5G51545";0.992391258658777
10800;"AT4G10820";"AT4G31560";0.990145100320558
10801;"AT4G10820";"AT4G11770";0.997308880950428
10802;"AT1G30030";"AT5G20760";0.998820278678712
10803;"AT4G10890";"AT5G57840";0.993069612210522
10804;"AT4G10890";"AT4G34560";0.987606010594886
10805;"AT4G10930";"AT3G59000";0.993130270807347
10806;"AT4G10940";"AT4G25080";0.991536157747407
10807;"AT4G10950";"AT5G47420";0.991007158025844
10808;"AT4G10990";"AT2G45350";0.994263078134262
10809;"AT4G10990";"AT5G35270";0.988597928040059
10810;"AT4G10990";"AT5G55740";0.98767911095511
10811;"AT4G10990";"AT3G59730";0.995777542756792
10812;"AT4G10990";"AT3G50120";0.989058599177791
10813;"AT4G11000";"AT5G55360";0.997907442469007
10814;"AT4G11020";"AT5G52970";0.993092969652407
10815;"AT4G11020";"AT5G02710";0.990994659175641
10816;"AT4G10810";"AT5G25280";0.994479232768379
10817;"AT4G10810";"AT4G24220";0.995211627228747
10818;"AT4G10810";"AT4G19860";0.99283362327463
10819;"AT4G10840";"AT4G14160";0.990913173170786
10820;"AT4G10840";"AT5G47940";0.998766697758054
10821;"AT4G10840";"AT5G23030";0.99273797626297
10822;"AT4G10840";"AT5G05700";0.988621942320594
10823;"AT4G10840";"AT3G62320";0.998404599305362
10824;"AT4G10840";"AT4G31080";0.996522579353232
10825;"AT4G10955";"AT5G51070";0.991902118322935
10826;"AT4G10925";"AT4G25620";0.996594335701262
10827;"AT4G10925";"AT4G36440";0.988698861205645
10828;"AT4G10925";"AT5G27320";0.987199584859992
10829;"AT4G10925";"AT3G55770";0.992348744085035
10830;"AT4G10925";"AT4G32150";0.994679191785706
10831;"AT4G10910";"AT5G67030";0.98843448513888
10832;"AT4G10920";"AT4G17790";0.990831234117921
10833;"AT4G10920";"AT5G53550";0.987235496628557
10834;"AT4G10920";"AT5G47520";0.987350595289106
10835;"AT4G10920";"AT5G10870";0.99219663891793
10836;"AT4G10850";"AT5G39860";0.994713404977349
10837;"AT4G10970";"AT5G62910";0.993558467438429
10838;"AT4G11010";"AT3G57780";0.99026823640954
10839;"AT4G10845";"AT5G38500";0.992995941611898
10840;"AT4G10845";"AT3G44760";0.987222904352331
10841;"AT4G11030";"AT5G48450";0.989637284581723
10842;"AT4G11030";"AT4G37590";0.987937491608194
10843;"AT4G11050";"AT1G42190";0.989759676739447
10844;"AT4G11050";"AT3G60210";0.998774459333034
10845;"At4g11060";"AT4G28440";0.992697473859861
10846;"AT4G11080";"AT4G14470";0.988180716085703
10847;"AT4G11110";"AT5G20690";0.995727889944897
10848;"AT4G11110";"AT5G03310";0.989831610088072
10849;"AT4G10410";"AT5G28940";0.990384541438005
10850;"AT4G10410";"AT5G54480";0.987706984678747
10851;"AT4G10410";"AT3G51570";0.989538950172362
10852;"AT4G10340";"AT3G45590";0.991134264940441
10853;"AT4G10490";"AT1G57680";0.987760806594552
10854;"AT4G10490";"AT4G21323";0.994274842539275
10855;"AT4G10510";"AT3G53720";0.987522577620237
10856;"AT4G10530";"AT3G57720";0.995606214942807
10857;"AT4G10530";"AT4G38690";0.986977422433679
10858;"AT4G10540";"AT3G60920";0.990864485519593
10859;"AT4G10450";"AT4G16700";0.995169036535839
10860;"AT4G10450";"AT4G15640";0.987927820600537
10861;"AT4G10450";"AT3G06320";0.991846265135803
10862;"AT4G10450";"AT5G11630";0.99837478381862
10863;"AT4G10450";"AT3G58180";0.986990805549448
10864;"AT4G10450";"AT3G44750";0.991368015175803
10865;"AT4G10450";"AT4G25630";0.988951946095614
10866;"AT4G10450";"AT3G06433";0.992938905828507
10867;"AT4G10480";"AT5G15610";0.994320752047664
10868;"AT4G10480";"AT5G58420";0.988495944545274
10869;"AT4G10480";"AT5G11350";0.996460747560617
10870;"AT4G10480";"AT5G02870";0.989028786106233
10871;"AT4G10470";"AT5G35270";0.987834324855115
10872;"AT4G10470";"At5g16580";0.993828262130045
10873;"AT4G10470";"AT4G33500";0.99568751047988
10874;"AT4G10560";"AT3G45940";0.989094202069333
10875;"AT4G10590";"AT5G25890";0.991506231024936
10876;"AT4G10640";"AT4G33030";0.990972975473259
10877;"AT4G10700";"AT4G32890";0.993898263050956
10878;"AT4G10690";"AT5G20430";0.98819485182804
10879;"AT4G10690";"AT5G66330";0.992968274950227
10880;"AT4G10690";"AT5G57630";0.988627691980952
10881;"AT4G10690";"AT5G07630";0.993711274355545
10882;"AT4G10610";"AT4G25120";0.990844226184756
10883;"AT4G10620";"AT5G41190";0.988041678002451
10884;"AT4G10620";"AT5G06550";0.995520835051758
10885;"AT4G10620";"AT3G58660";0.994348619147995
10886;"AT4G10710";"AT4G16760";0.994074595203929
10887;"AT4G10710";"AT5G64000";0.992661250091116
10888;"AT4G10710";"AT5G04920";0.992918557100737
10889;"AT4G10730";"AT5G28090";0.98961037691536
10890;"AT4G10760";"AT1G73490";0.988985605804387
10891;"AT4G10760";"AT5G67630";0.988177136745001
10892;"AT4G10760";"AT5G64680";0.98883560464194
10893;"AT4G10760";"At5g48240";0.99228539691378
10894;"AT4G10760";"AT5G41190";0.99516535888694
10895;"AT4G10760";"AT5G40200";0.99048748819537
10896;"AT4G10760";"AT3G63090";0.990029894195923
10897;"AT4G10760";"AT4G31920";0.994083829594483
10898;"AT4G10760";"AT4G23540";0.988147274381368
10899;"AT4G10390";"AT5G24760";0.992173993727123
10900;"AT4G10390";"AT5G19760";0.990582561780624
10901;"AT4G10390";"AT5G49910";0.988649599091902
10902;"AT4G10390";"AT4G24400";0.987454966210456
10903;"AT4G10400";"AT5G19560";0.987880238793961
10904;"AT4G10400";"AT5G27660";0.989411048570045
10905;"AT4G09760";"AT5G16650";0.988272445096764
10906;"AT4G09760";"AT3G47600";0.98987105290594
10907;"AT4G09830";"AT4G31600";0.995185599826479
10908;"AT4G09800";"AT5G10040";0.987983152376953
10909;"AT4G09930";"AT5G54980";0.992334967463421
10910;"AT4G09940";"AT4G16350";0.987782404667021
10911;"AT4G09970";"AT5G60670";0.991181587834065
10912;"AT4G09970";"AT4G35360";0.993931763684025
10913;"AT4G09990";"AT3G63150";0.988868959639186
10914;"AT4G10010";"AT3G45242";0.989585883508885
10915;"AT4G10020";"AT3G55140";0.9963378946174
10916;"AT4G10070";"AT1G77410";0.994574095998481
10917;"AT4G10070";"AT5G65560";0.991361998345821
10918;"AT4G10070";"AT5G65110";0.997171356265886
10919;"AT4G10070";"AT4G29840";0.998382473735139
10920;"AT4G10070";"AT4G11890";0.986984878290798
10921;"AT4G10050";"AT1G26130";0.990769811440826
10922;"AT4G10050";"AT5G64180";0.989159839584783
10923;"AT4G10050";"AT5G05480";0.997148501577616
10924;"AT4G10030";"AT5G63540";0.98821627456831
10925;"AT4G10000";"AT5G50000";0.991650588337728
10926;"AT4G09960";"AT4G36490";0.987287032774711
10927;"AT4G09960";"AT5G44310";0.993495771154393
10928;"AT4G09960";"AT5G11580";0.987342776412635
10929;"AT4G09960";"AT5G11180";0.99954902529914
10930;"AT4G09980";"AT5G66760";0.987328218142017
10931;"AT4G10100";"AT5G11100";0.988221043677084
10932;"AT4G10100";"AT5G15950";0.994717964626466
10933;"AT4G10100";"AT5G53760";0.988816302103814
10934;"AT4G10090";"AT5G66680";0.991817698113904
10935;"AT4G10210";"AT4G17505";0.991656586914763
10936;"AT4G10210";"AT5G20800";0.988784137145844
10937;"AT4G10210";"At1g38470";0.990306082799409
10938;"AT4G10210";"AT3G50780";0.994472137776522
10939;"AT4G10210";"AT3G42090";0.990836077412842
10940;"At4g10320";"AT1G24881";0.988922544921292
10941;"At4g10320";"AT5G54110";0.990519016403011
10942;"At4g10320";"AT5G53560";0.99474411172239
10943;"At4g10320";"AT5G52820";0.990268503477453
10944;"At4g10320";"AT5G10840";0.988688715017919
10945;"At4g10320";"AT3G55005";0.992807323585188
10946;"At4g10320";"AT3G54640";0.991888389546373
10947;"At4g10320";"AT3G47850";0.991211937769398
10948;"At4g10320";"AT4G39850";0.99016293010039
10949;"At4g10320";"AT4G24820";0.990210241697722
10950;"At4g10320";"AT4G19010";0.994070491311567
10951;"AT4G10330";"AT5G45460";0.993389058030609
10952;"AT4G10330";"AT5G19140";0.989366602607736
10953;"AT4G10330";"AT5G06980";0.994548557426979
10954;"AT4G10330";"AT4G29735";0.994781627903239
10955;"AT4G10350";"AT5G46760";0.99835721482011
10956;"AT4G10350";"AT5G04930";0.987861627700821
10957;"AT4G10350";"AT3G61790";0.995725771430388
10958;"AT4G09850";"AT5G20690";0.987245459864846
10959;"AT4G09850";"AT4G32220";0.988669800871732
10960;"AT4G09860";"AT5G17140";0.99105682707593
10961;"AT4G09860";"AT5G24480";0.988998871908061
10962;"AT4G09900";"AT4G16590";0.991228663270664
10963;"AT4G09900";"AT5G63600";0.990934456225874
10964;"AT4G09890";"AT3G50440";0.987449287977497
10965;"AT4G09470";"AT2G26450";0.993169119878682
10966;"AT4G09470";"AT5G20885";0.99050342915394
10967;"AT4G09470";"AT3G60270";0.998223900193501
10968;"AT4G09470";"AT3G42820";0.992001123289095
10969;"AT4G09470";"AT4G36230";0.994111187883572
10970;"AT4G09480";"AT1G51110";0.997165926374352
10971;"AT4G09480";"AT1G31690";0.997751625847133
10972;"AT4G09480";"AT5G27960";0.987362238140985
10973;"AT4G09480";"AT5G65370";0.991119374340625
10974;"AT4G09480";"AT4G22020";0.987395157274735
10975;"AT4G09490";"AT5G27350";0.988120069621621
10976;"AT4G09490";"AT5G11910";0.98760319248791
10977;"AT4G09490";"AT5G08130";0.991010411310976
10978;"AT4G09520";"AT3G49360";0.988099312857383
10979;"AT4G09540";"AT5G33200";0.996973982200624
10980;"AT4G09540";"AT5G47670";0.989307103325685
10981;"AT4G09540";"AT3G51590";0.987609021200403
10982;"AT4G09540";"AT4G19580";0.994877073110818
10983;"AT4G09540";"AT4G19570";0.987679613709123
10984;"AT4G09550";"AT5G56600";0.992930565061011
10985;"AT4G09550";"AT5G23570";0.99121188770056
10986;"AT4G09550";"AT5G10390";0.987684252123234
10987;"AT4G09560";"AT5G59160";0.989434354033182
10988;"AT4G09560";"AT5G52070";0.991911117021027
10989;"AT4G09510";"AT4G30800";0.991077884972221
10990;"AT4G09570";"AT3G44430";0.986905878279161
10991;"AT4G09570";"AT4G35940";0.988150123832046
10992;"AT4G09620";"AT5G20790";0.996480061094394
10993;"AT4G09620";"AT5G24860";0.987385754565707
10994;"AT4G09630";"AT4G34750";0.989124950804832
10995;"AT4G09640";"AT4G17740";0.987658725302037
10996;"AT4G09640";"AT4G14770";0.992315240334714
10997;"AT4G09640";"AT5G14960";0.995936142086822
10998;"AT4G09640";"AT5G55820";0.992577037755404
10999;"AT4G09640";"AT5G48550";0.987925987864822
11000;"AT4G09690";"AT2G33160";0.990172458370092
11001;"AT4G09690";"AT5G33370";0.98801004514543
11002;"AT4G09650";"AT2G26540";0.990068364667632
11003;"AT4G09650";"AT4G34290";0.988961106094786
11004;"AT4G09650";"AT4G10470";0.991619563691599
11005;"AT4G09670";"AT5G16590";0.999994430817006
11006;"AT4G09670";"At4g36060";0.989088858328976
11007;"AT4G09610";"AT5G39270";0.990308027276826
11008;"AT4G09700";"AT4G33370";0.987301411456217
11009;"AT4G09710";"AT4G17380";0.993282369399427
11010;"AT4G09710";"AT5G20340";0.990996581093844
11011;"AT4G09710";"AT5G38260";0.99299127987977
11012;"AT4G09710";"AT3G60730";0.987696381177129
11013;"AT4G09710";"AT3G58120";0.988234899695514
11014;"AT4G09710";"AT3G42600";0.993713574655122
11015;"AT4G09710";"AT4G37850";0.99407569600811
11016;"AT4G09720";"AT3G53140";0.987965022337776
11017;"AT4G09730";"AT5G65450";0.997922272819169
11018;"AT4G09740";"AT5G20430";0.989347152878915
11019;"AT4G09740";"AT5G27630";0.989401201502306
11020;"AT4G09740";"AT4G26830";0.994683520511619
11021;"AT4G09810";"AT2G33220";0.991792371543028
11022;"AT4G09820";"AT5G02860";0.991220543052365
11023;"AT4G09820";"AT3G42330";0.993492020506416
11024;"AT2G14320";"AT5G65070";0.990746644943893
11025;"AT4G09420";"AT5G20550";0.992739433191113
11026;"AT4G09430";"AT2G23220";0.987087389638548
11027;"AT4G09430";"AT5G58820";0.995433508317863
11028;"AT4G09430";"AT3G47130";0.990113946755493
11029;"AT4G08930";"AT5G01990";0.989934341990596
11030;"AT4G08970";"AT1G46336";0.990136043127403
11031;"AT4G08970";"AT1G58450";0.988554057607827
11032;"AT4G08970";"AT3G42160";0.993874787945013
11033;"AT4G08950";"AT5G30380";0.991527579777569
11034;"AT4G08870";"AT3G46790";0.988734643245179
11035;"AT4G08980";"AT5G19630";0.988924050637563
11036;"AT4G08980";"AT5G45380";0.991387131568109
11037;"AT4G08980";"AT5G14680";0.990123752808168
11038;"AT4G08980";"AT5G05040";0.991311507703202
11039;"AT4G08960";"AT5G58130";0.988929036838907
11040;"AT4G08960";"AT5G49210";0.988392353815453
11041;"AT4G08960";"AT5G11240";0.988289138614876
11042;"AT4G08960";"AT3G59630";0.992359437007135
11043;"AT4G08960";"AT3G57000";0.987938890022733
11044;"AT4G08960";"AT4G13120";0.991784327759674
11045;"AT4G08920";"AT5G43060";0.990692316733472
11046;"AT4G08920";"AT5G42560";0.990038620049053
11047;"AT4G08920";"AT3G49220";0.994667779376268
11048;"AT4G08920";"AT4G22750";0.991101141309718
11049;"AT4G08990";"AT4G39430";0.989809193399713
11050;"AT4G09020";"AT5G14920";0.995820963882052
11051;"At4g09050";"AT5G66020";0.991835025703692
11052;"At4g09050";"AT5G16590";0.997161634624607
11053;"At4g09050";"At4g36060";0.993398384616491
11054;"At4g09050";"AT4G26370";0.987660742680632
11055;"At4g09050";"AT4G09670";0.997134117164419
11056;"AT4G09090";"AT2G33230";0.990166632351572
11057;"AT4G09090";"AT5G60240";0.988791853982113
11058;"AT4G09090";"AT5G38180";0.990412106008096
11059;"AT4G09100";"AT3G61810";0.987265011570973
11060;"AT4G09110";"AT4G39230";0.991349760866257
11061;"AT4G09130";"AT3G52480";0.988854933103478
11062;"AT4G09010";"AT5G66100";0.993670732164417
11063;"AT4G09000";"AT5G05700";0.98705050910332
11064;"AT4G09000";"AT3G57410";0.992266545372055
11065;"AT4G09030";"AT4G16940";0.996330791723129
11066;"AT4G09030";"AT5G24120";0.992818039719787
11067;"AT4G09030";"AT5G12010";0.987435721012126
11068;"AT4G09030";"AT3G54220";0.987665492262626
11069;"AT4G09030";"AT4G37980";0.997247282317846
11070;"AT4G09030";"AT4G34400";0.992462011383653
11071;"AT4G09140";"AT5G63120";0.987392743731458
11072;"AT4G09140";"AT5G45410";0.991417785054651
11073;"AT4G09140";"AT4G18500";0.991180425394233
11074;"At4g09160";"AT3G52150";0.988429327316546
11075;"AT4G09230";"AT5G67360";0.987666756451804
11076;"AT4G09230";"AT5G56860";0.986995897163264
11077;"AT4G09230";"AT5G50110";0.989929052118991
11078;"AT4G09230";"AT5G13290";0.989692919547843
11079;"AT4G09230";"AT4G18390";0.992488204862312
11080;"AT4G09290";"AT5G42490";0.988547878327202
11081;"AT4G09290";"AT5G39280";0.987414004190605
11082;"AT4G09290";"AT4G22830";0.988141296957829
11083;"AT4G09300";"AT5G18670";0.989519873564006
11084;"AT4G09300";"AT5G12260";0.988764544331373
11085;"AT4G09300";"AT4G11570";0.986942575337958
11086;"AT4G09340";"AT1G31770";0.990744358115506
11087;"AT4G09340";"AT4G30220";0.990299103122336
11088;"AT4G09350";"At5g35310";0.990370757102528
11089;"AT4G09350";"AT5G52690";0.993669231567899
11090;"AT4G09350";"AT5G37360";0.990366948294367
11091;"AT4G09350";"AT3G46900";0.992924943033066
11092;"AT4G09350";"AT4G30660";0.987867973921301
11093;"AT4G09320";"AT5G47720";0.995898422607527
11094;"AT4G09320";"AT4G32690";0.990750607286323
11095;"AT4G09320";"AT4G23980";0.987582156710402
11096;"AT4G09360";"AT4G14960";0.998031786311167
11097;"AT4G09360";"AT1G51830";0.989786517415301
11098;"AT4G09360";"AT5G35840";0.99298526328896
11099;"AT4G09360";"AT5G07430";0.996381487829495
11100;"AT4G09360";"AT3G63190";0.988549012367802
11101;"AT4G09360";"AT3G45230";0.992196916913718
11102;"AT4G09400";"AT5G61720";0.993649622999914
11103;"AT4G09400";"AT5G16430";0.987969912439744
11104;"AT4G08580";"AT5G46070";0.987615501708473
11105;"AT4G08600";"AT1G57990";0.987288943061282
11106;"AT4G08600";"AT5G42000";0.989125577754603
11107;"At4g08640";"AT5G46320";0.990933946765185
11108;"AT4G08650";"At5g35310";0.995541508316643
11109;"AT4G08650";"AT5G65130";0.988851951867502
11110;"AT4G08650";"AT5G48490";0.992398587756404
11111;"AT4G08650";"AT5G39580";0.991020656090897
11112;"AT4G08650";"AT4G32320";0.993033643782831
11113;"AT4G08650";"AT4G26150";0.992853159325938
11114;"AT4G08650";"AT4G22270";0.990378375280209
11115;"AT4G08650";"AT4G19390";0.99651082464936
11116;"At4g08660";"AT5G17540";0.989675792340195
11117;"At4g08660";"AT5G42420";0.990180724460903
11118;"At4g08660";"AT5G37960";0.990605548751574
11119;"At4g08660";"AT3G42880";0.993144107642103
11120;"At4g08660";"AT3G42300";0.989558677439454
11121;"AT4G08680";"At5g32580";0.989466414988152
11122;"AT4G08680";"AT5G32540";0.987433881104851
11123;"AT4G08680";"AT5G37980";0.99109513229969
11124;"AT4G08680";"AT3G47960";0.991197189103874
11125;"AT4G08690";"AT5G10800";0.995611033572624
11126;"AT4G08685";"ATMG00890";0.996147361700284
11127;"AT4G08620";"AT5G28800";0.989668070464393
11128;"AT4G08620";"AT5G52440";0.994850917645399
11129;"AT4G08620";"AT5G44310";0.994762441935786
11130;"AT4G08620";"AT5G44360";0.990531307986358
11131;"AT4G08710";"AT1G73400";0.988357249320051
11132;"AT4G08710";"AT5G66940";0.990322428215993
11133;"AT4G08710";"AT4G33660";0.991352172686926
11134;"AT4G08730";"AT3G62040";0.9876286177192
11135;"AT4G08740";"AT3G55190";0.987866747301841
11136;"AT4G08750";"AT2G33080";0.989538382765517
11137;"AT4G08750";"AT5G11020";0.988980706887663
11138;"AT4G08750";"AT5G52620";0.993871423137286
11139;"AT4G08770";"AT5G47930";0.990698870999319
11140;"AT4G08770";"AT5G05540";0.990637363114178
11141;"AT4G08770";"AT3G57240";0.99281996575461
11142;"AT4G08780";"AT5G25580";0.993426508250106
11143;"AT4G08780";"AT5G56740";0.991925787361376
11144;"AT4G08830";"AT5G65810";0.992230852476178
11145;"AT4G08830";"AT3G54690";0.988785616074885
11146;"AT4G08830";"AT4G19070";0.992042548201866
11147;"AT4G08840";"AT5G04180";0.98788930837291
11148;"AT4G08840";"AT5G55680";0.990509452905506
11149;"AT4G08840";"AT4G32170";0.993802587018177
11150;"AT4G08840";"AT4G11600";0.99700823046963
11151;"AT4G08850";"AT5G67230";0.992378696699269
11152;"AT4G08700";"AT5G45490";0.993400342055423
11153;"AT4G08700";"AT5G42190";0.994360604853642
11154;"AT4G08790";"AT4G27730";0.991500783820934
11155;"AT4G08880";"ATMG00680";0.98904207386039
11156;"AT4G08880";"AT5G26900";0.99279793757153
11157;"AT4G08880";"AT5G27960";0.995293738606253
11158;"AT4G08880";"AT5G40350";0.99277452714885
11159;"AT4G08880";"AT3G60620";0.993802983838843
11160;"AT4G08880";"AT3G42130";0.992543674384867
11161;"AT4G08880";"AT4G31560";0.989245749934885
11162;"AT4G08890";"AT5G37680";0.987154379043071
11163;"AT4G08890";"AT5G11410";0.991221850716613
11164;"AT4G08890";"AT3G42725";0.989660944009447
11165;"AT4G08890";"AT4G28706";0.992396989131813
11166;"AT4G08480";"AT5G67530";0.987946843405912
11167;"AT4G08480";"AT5G46340";0.990672808897117
11168;"AT4G08480";"AT5G45480";0.98905428205003
11169;"AT4G08480";"AT3G61860";0.990707785000228
11170;"AT4G08480";"AT3G45190";0.995280681293337
11171;"AT4G08480";"AT4G24900";0.9873216192181
11172;"AT4G08560";"AT5G33370";0.989220160433757
11173;"AT4G08560";"AT3G46840";0.988878846964487
11174;"AT4G08560";"AT4G30590";0.987135774271776
11175;"AT4G08560";"AT4G30050";0.988157663083256
11176;"AT4G08250";"AT5G37990";0.991819393977771
11177;"AT4G08250";"AT4G29270";0.998825227037473
11178;"AT4G08270";"AT3G53250";0.988621093889122
11179;"AT4G08300";"AT5G26220";0.990013188692637
11180;"AT4G08300";"AT5G16300";0.994033139951449
11181;"AT4G08300";"AT5G10790";0.998952543194978
11182;"AT4G08300";"AT5G06000";0.994967781268365
11183;"AT4G08310";"AT5G22420";0.992155058621143
11184;"AT4G08290";"AT5G35700";0.987117899474347
11185;"AT4G08290";"AT4G21990";0.988441495844466
11186;"AT4G08290";"AT4G09990";0.995592059088351
11187;"AT4G08240";"AT4G16460";0.987671289121961
11188;"AT4G08240";"AT5G49610";0.990206251269481
11189;"AT4G08280";"AT5G07880";0.991988598266879
11190;"AT4G08170";"AT4G32860";0.997390500536886
11191;"AT4G08170";"AT4G26650";0.988188771632283
11192;"AT4G08320";"AT5G57870";0.988022721117625
11193;"AT4G08320";"AT5G55490";0.991197013319435
11194;"AT4G08320";"AT5G17770";0.987026499829771
11195;"AT4G08320";"AT5G05730";0.986958468096111
11196;"AT4G08320";"AT3G57090";0.993742483609251
11197;"AT4G08320";"AT3G45730";0.989802389508372
11198;"AT4G08330";"AT5G63770";0.992919758107815
11199;"AT4G08330";"AT5G50770";0.994666002760119
11200;"AT4G08340";"AT4G13960";0.994432287709023
11201;"AT4G08340";"AT5G28780";0.990242534987351
11202;"AT4G08340";"AT5G67040";0.994515326134931
11203;"AT4G08340";"AT5G66370";0.990984265682182
11204;"AT4G08340";"AT5G63340";0.990693574535955
11205;"AT4G08340";"AT5G51320";0.997028058710195
11206;"AT4G08340";"AT5G49070";0.994155888804412
11207;"AT4G08340";"AT5G06070";0.995822001632293
11208;"AT4G08340";"AT3G62350";0.996226567360897
11209;"AT4G08340";"AT4G35650";0.997573690534725
11210;"AT4G08340";"AT4G29450";0.995637181427274
11211;"AT4G08340";"AT4G28900";0.99417199641941
11212;"AT4G08360";"AT5G58590";0.987126034006162
11213;"AT4G08360";"AT5G43180";0.995673247870929
11214;"AT4G08360";"AT4G29520";0.996552385324934
11215;"AT4G08370";"AT4G13960";0.990979252461398
11216;"AT4G08370";"AT5G67040";0.987734204807382
11217;"AT4G08370";"AT5G66370";0.987550498523635
11218;"AT4G08370";"AT5G63340";0.995121019945279
11219;"AT4G08370";"AT5G51320";0.994248146678483
11220;"AT4G08370";"AT5G24480";0.987751259931485
11221;"AT4G08370";"AT5G06070";0.989146744595115
11222;"AT4G08370";"AT3G62350";0.994060386795488
11223;"AT4G08370";"AT4G35650";0.99298567963748
11224;"AT4G08370";"At4g31230";0.989346353300738
11225;"AT4G08370";"AT4G29450";0.992669549671496
11226;"AT4G08370";"AT4G08340";0.996599039184219
11227;"AT4G08380";"AT1G26220";0.994055629837849
11228;"AT4G08380";"AT5G29050";0.993404421879221
11229;"AT4G08380";"AT5G55840";0.990818160684047
11230;"AT4G08380";"AT5G48590";0.992767271849169
11231;"AT4G08380";"AT3G45050";0.996429381305289
11232;"At4g08400";"AT5G52900";0.989028240180848
11233;"AT4G08410";"AT5G53150";0.987022714316511
11234;"AT4G08410";"AT5G44020";0.990098027135017
11235;"AT4G08410";"AT3G42380";0.991546845585117
11236;"AT4G08420";"AT2G33230";0.990083958522811
11237;"AT4G08420";"AT5G17080";0.990882187492739
11238;"AT4G08420";"AT5G38180";0.997005113084501
11239;"AT4G08420";"AT5G36722";0.995540354016415
11240;"AT4G08420";"AT5G23130";0.989661276324291
11241;"AT4G08430";"AT5G59560";0.992180370242972
11242;"At5g33250";"AT5G27630";0.999787255422995
11243;"At5g33250";"AT5G23180";0.988055446662905
11244;"At5g33250";"AT4G26680";0.99379789364146
11245;"At5g33250";"AT4G09740";0.989933280716405
11246;"At4g08440";"AT5G13100";0.989236816705675
11247;"At4g08440";"AT5G10750";0.987349107994731
11248;"At4g08440";"AT5G03090";0.988298644682337
11249;"At4g08440";"AT5G02690";0.990175041508226
11250;"At4g08440";"AT4G24960";0.987494546620782
11251;"AT4G08450";"AT5G59100";0.991050612830599
11252;"AT4G08460";"AT5G23290";0.990116544825856
11253;"AT4G08460";"AT3G57240";0.987299896778289
11254;"AT4G08460";"AT3G50000";0.998473070088442
11255;"AT4G08460";"AT4G12340";0.992821406321617
11256;"AT4G08470";"At4g15180";0.993840432187567
11257;"AT4G08470";"AT5G18110";0.987735621983036
11258;"AT4G08150";"AT1G58430";0.994725886956958
11259;"AT4G08150";"AT5G15720";0.991747254217771
11260;"AT4G08150";"AT5G62080";0.993346376559815
11261;"AT4G08150";"AT5G52670";0.994838785396289
11262;"AT4G08150";"AT5G50800";0.9893413306351
11263;"AT4G08150";"AT5G48175";0.994046914636215
11264;"AT4G08150";"AT5G22550";0.99792377096309
11265;"AT4G08150";"AT3G44735";0.991734807483603
11266;"AT4G08150";"AT4G25470";0.996572009923336
11267;"AT4G08160";"AT5G64150";0.993775491968523
11268;"AT4G08160";"AT5G58610";0.991914037276175
11269;"AT4G08180";"AT5G25940";0.989602037752535
11270;"AT4G08180";"AT5G62180";0.98873721870924
11271;"AT4G08180";"AT5G60790";0.988489451868612
11272;"AT4G08180";"AT5G52640";0.987752742467085
11273;"AT4G08180";"AT5G44240";0.993890308323942
11274;"AT4G08180";"AT5G03290";0.988382904216125
11275;"AT4G08180";"AT3G60800";0.990320839600023
11276;"AT4G08180";"AT3G53230";0.994241143484135
11277;"AT4G08180";"AT4G12400";0.989414243119465
11278;"AT4G08190";"AT5G48220";0.993431017802342
11279;"AT4G08220";"AT5G09310";0.988392099385332
11280;"AT4G08220";"AT4G29410";0.992204269093652
11281;"At4g08230";"AT4G17615";0.994327252786994
11282;"At4g08230";"AT5G03260";0.990816164695745
11283;"At4g08230";"AT3G61450";0.98821352876409
11284;"AT3G13250";"AT5G41450";0.98776996290142
11285;"AT3G13250";"AT5G36737";0.989351204346303
11286;"AT3G13250";"AT5G11740";0.990188408849038
11287;"AT3G13250";"AT5G06040";0.992446371729309
11288;"AT3G13250";"AT3G59845";0.992586291621511
11289;"AT3G13250";"AT4G30690";0.988040034202728
11290;"AT4G07810";"AT4G37020";0.994214337225567
11291;"AT4G07810";"AT4G26040";0.993459975490162
11292;"AT4G07820";"AT4G15545";0.987160186950791
11293;"AT4G07820";"AT3G47160";0.987872314397818
11294;"At4g07830";"At5g41380";0.987742992263368
11295;"AT4G07840";"AT5G59750";0.992553684449774
11296;"AT4G07840";"AT5G57800";0.993862322046106
11297;"AT4G07840";"AT3G61550";0.990507406109569
11298;"AT4G07840";"AT3G57190";0.995447402607711
11299;"AT4G07840";"AT4G18220";0.991934716797667
11300;"At4g07850";"AT5G62250";0.990415415181274
11301;"At4g07850";"AT5G55750";0.991465573620919
11302;"At4g07850";"AT5G42910";0.992043017357348
11303;"At4g07850";"AT5G16640";0.997495545711475
