"id";"geneTerm_a";"geneTerm_b";"sim_UV"
539;"AT5G25450";"AT1G35190";0.998460382357466
540;"AT5G25070";"AT5G26220";0.987749053425276
541;"AT5G25120";"AT5G59620";0.988646379959362
542;"AT5G04850";"AT1G30270";0.990516874296142
543;"AT5G04850";"AT5G27600";0.992748881103726
544;"AT5G04850";"AT5G25540";0.996112705696148
545;"AT5G04890";"ATCG00680";0.998236424742645
546;"AT5G04890";"AT5G17100";0.991549962487029
547;"AT5G24670";"AT2G26430";0.987692682063731
548;"AT5G24710";"AT4G17170";0.989250254255042
549;"AT5G24800";"AT4G15410";0.991572047946841
550;"AT5G24800";"AT3G56690";0.988581719721464
551;"AT5G24820";"AT4G16390";0.995778388864994
552;"AT5G24850";"AT4G17483";0.989453142458997
553;"AT5G24860";"AT1G28300";0.992207921985313
554;"AT5G24870";"AT5G25220";0.991360561126523
555;"AT5G24950";"AT5G17400";0.990519476982403
556;"AT5G24810";"AT5G15730";0.988167899975649
557;"AT5G24930";"AT5G27360";0.98910226185948
558;"AT5G04860";"AT2G40940";0.995489383988598
559;"AT5G67310";"AT4G15420";0.991828270143827
560;"AT5G67390";"AT4G15840";0.99060950523678
561;"AT5G67440";"AT4G15410";0.998139683271229
562;"AT5G67440";"AT3G56690";0.987766174280788
563;"AT5G67440";"AT5G27830";0.991570172323179
564;"AT5G67440";"AT5G24800";0.994940681021272
565;"AT5G67590";"AT2G39725";0.988451531490029
566;"AT5G67580";"AT4G14950";0.990444722473033
567;"AT5G67630";"AT1G67650";0.992378448506807
568;"AT5G67630";"AT5G20600";0.993132017784365
569;"AT5G67630";"AT5G16930";0.991209935097284
570;"AT5G67630";"AT5G15490";0.993644989417029
571;"AT5G67040";"AT5G28780";0.993837944235383
572;"AT5G67080";"AT4G14370";0.991261299578106
573;"AT5G67080";"AT5G27520";0.990246119615458
574;"AT5G67090";"AT2G26550";0.991503959298337
575;"AT5G67090";"AT5G27550";0.990582281419723
576;"AT5G67190";"AT5G25830";0.992777454751877
577;"AT5G67240";"AT5G15550";0.991245400711875
578;"AT5G67240";"AT5G30490";0.989066910801785
579;"AT5G67250";"AT4G17650";0.987748430686343
580;"AT5G67110";"AT4G15210";0.991924030788031
581;"AT5G67130";"AT4G17480";0.990565589647081
582;"AT5G67130";"AT4G14570";0.990990054947819
583;"AT5G67070";"ATMG00140";0.987864107483883
584;"AT5G67270";"AT5G26910";0.991566047540125
585;"AT5G67180";"AT5G21060";0.992115711362127
586;"AT5G67220";"AT5G15750";0.99495659324236
587;"AT5G66660";"AT5G28280";0.988146332726952
588;"AT5G66670";"AT1G58430";0.991769958212889
589;"AT5G66700";"AT5G66670";0.994143150913142
590;"AT5G66890";"AT5G25940";0.988653923276861
591;"AT5G66920";"AT4G14940";0.992576887629478
592;"AT5G66815";"AT3G51880";0.993024305999269
593;"AT5G66815";"AT1G51880";0.990692742922274
594;"AT5G66000";"AT1G31620";0.998047355390243
595;"AT5G66055";"AT3G56680";0.996682220335907
596;"AT5G66130";"AT1G33610";0.993586805222392
597;"AT5G66330";"AT5G20430";0.989588525573085
598;"AT5G66330";"At1g40710";0.993469508723878
599;"AT5G66370";"AT5G27190";0.988408281510101
600;"AT5G66370";"AT5G67040";0.994594262159223
601;"AT5G66390";"AT5G19410";0.988186839141852
602;"AT5G66380";"AT5G20660";0.988451202611527
603;"AT5G66430";"AT5G09470";0.990196015068877
604;"AT5G66430";"AT5G17030";0.990289048786067
605;"AT5G66430";"AT5G26970";0.9871587966189
606;"AT5G66470";"ATCG00770";0.996786778120576
607;"AT5G66520";"AT1G31620";0.989455003902352
608;"AT5G66520";"At5g35350";0.992973052607981
609;"AT5G66530";"At5g32410";0.990476205174398
610;"AT5G66610";"AT2G39725";0.990443380041425
611;"AT5G66610";"AT5G20660";0.993494773599485
612;"AT5G66610";"AT5G67590";0.991312561779854
613;"AT5G66240";"AT5G19830";0.993086826081078
614;"AT5G66040";"AT5G14900";0.992229579045299
615;"AT5G65830";"AT5G13130";0.987759979646774
616;"AT5G65960";"AT4G16210";0.993759884711282
617;"AT5G65940";"AT4G14130";0.997254846833346
618;"AT5G65900";"AT5G12410";0.990479338162101
619;"AT5G66010";"AT2G33120";0.98773376922574
620;"AT5G66010";"AT4G16760";0.996964675985451
621;"AT5G66010";"AT4G17720";0.994429045955174
622;"AT5G66020";"AT5G15840";0.989288396090512
623;"AT5G66070";"AT4G17490";0.994988162459393
624;"AT5G66080";"AT1G56540";0.996916568777469
625;"AT5G66220";"AT1G57750";0.989894874211406
626;"AT5G66090";"AT5G66570";0.993421991624013
627;"AT5G65560";"AT1G77410";0.992324572691291
628;"AT5G65630";"AT1G44414";0.990535106100546
629;"AT5G65650";"AT5G66290";0.998844644720252
630;"AT5G65700";"AT4G17600";0.991303759597386
631;"AT5G65750";"AT5G12390";0.995957746357229
632;"AT5G65770";"AT4G14430";0.991011342345608
633;"AT5G65770";"AT5G35320";0.989723675095723
634;"AT5G65800";"At1g44254";0.987024244116529
635;"AT5G65810";"AT4G14870";0.990309472097414
636;"AT5G65730";"AT5G12450";0.987367446222964
637;"AT5G65730";"AT1G32200";0.987702124877027
638;"AT5G65685";"AT5G34460";0.995023062103552
639;"AT5G65840";"AT5G17570";0.991151193653165
640;"AT5G65860";"AT4G15770";0.987881452408078
641;"AT5G65860";"AT5G27395";0.98729053193616
642;"AT5G65540";"AT5G20830";0.992544096809535
643;"AT5G65260";"AT2G39725";0.994042609571244
644;"AT5G65110";"AT5G28740";0.988964772368246
645;"AT5G65110";"AT1G77410";0.992945982723189
646;"AT5G65110";"AT5G65560";0.987497952579432
647;"AT5G65410";"AT5G28160";0.990651588223528
648;"AT5G65440";"AT5G19530";0.987423019429201
649;"AT5G65460";"AT2G26390";0.995346964146621
650;"AT5G65470";"AT5G28160";0.987631067582243
651;"AT5G65470";"AT5G65410";0.997410827081545
652;"AT5G65420";"AT5G16860";0.990853173035901
653;"AT5G65240";"AT5G20920";0.989544466822752
654;"AT5G65120";"AT2G47620";0.987150400884845
655;"AT5G65180";"AT4G14750";0.98961704758425
656;"AT5G64990";"AT5G15470";0.988584959220852
657;"AT5G64950";"AT1G48850";0.991176894525448
658;"AT5G64870";"AT1G50740";0.993560932453664
659;"AT5G64880";"AT4G14500";0.995420407268996
660;"AT5G64850";"AT5G04360";0.993725396868339
661;"AT5G64860";"AT2G26580";0.991207501723232
662;"AT5G64860";"AT2G40840";0.988233892672958
663;"AT5G64860";"AT5G17070";0.988387947571074
664;"AT5G65010";"AT5G26570";0.994140077856715
665;"AT5G64960";"AT5G12430";0.987244583236782
666;"AT5G64960";"AT3G51790";0.987609820321891
667;"AT5G64960";"AT5G15090";0.991591803520675
668;"AT5G65080";"AT3G51830";0.991966459611204
669;"AT5G65100";"AT5G26130";0.987296945414025
670;"AT5G65130";"At5g35310";0.990146996578846
671;"AT5G64970";"AT2G26400";0.992139259838338
672;"AT5G64590";"AT1G28320";0.988237945642436
673;"AT5G64640";"ATMG00710";0.988592422570776
674;"AT5G64640";"AT4G14890";0.991301165854811
675;"AT5G64680";"AT5G20600";0.994447513823196
676;"AT5G64680";"AT5G67240";0.995070021078523
677;"AT5G64690";"AT5G28030";0.988145629521923
678;"AT5G64710";"ATCG00630";0.995706977942299
679;"AT5G64620";"AT5G15780";0.987335986167683
680;"AT5G64800";"AT5G20730";0.993347554154571
681;"AT5G64730";"AT5G20880";0.991433579026501
682;"AT5G64760";"AT5G16070";0.990397997890524
683;"AT5G64760";"AT5G15750";0.992865041237963
684;"AT5G64760";"AT5G67220";0.987850307339868
685;"AT5G64440";"AT4G16280";0.989587935338434
686;"AT5G64440";"AT1G35190";0.995930541293475
687;"AT5G64440";"AT5G25450";0.994308348994258
688;"AT5G64550";"AT5G25570";0.991112955446575
689;"AT5G64270";"AT5G15020";0.991151112912096
690;"AT5G64360";"AT4G15860";0.987645070774709
691;"AT5G64360";"AT5G32460";0.995540896635458
692;"AT5G64370";"AT4G15475";0.997372012220013
693;"AT5G64420";"AT5G15490";0.992250207172704
694;"AT5G64420";"AT5G15810";0.987558566341672
695;"AT5G64380";"ATMG00750";0.992594438400664
696;"AT5G64380";"AT5G35380";0.987751833551623
697;"AT5G64240";"AT4G36480";0.996332948838337
698;"AT5G64410";"AT5G65890";0.989328401730597
699;"AT5G64400";"AT5G19320";0.993351634099613
700;"AT5G64290";"AT5G66800";0.990060035627935
701;"AT5G64290";"AT5G65800";0.991896943995808
702;"AT5G64450";"AT1G50730";0.987862572602144
703;"AT5G64510";"AT5G66890";0.989175506043738
704;"AT5G64180";"AT4G16130";0.988694864229754
705;"AT5G64160";"AT1G31910";0.995744866309188
706;"AT5G64160";"At5g64520";0.988557883653935
707;"AT5G63910";"AT4G14850";0.989321589333298
708;"AT5G63880";"AT5G28740";0.997945015183324
709;"AT5G63890";"AT5G08420";0.995347551159945
710;"AT5G63860";"AT5G64590";0.990816856226434
711;"AT5G63930";"AT5G65280";0.992511554596052
712;"AT5G63950";"AT1G73410";0.987396754743022
713;"AT5G63970";"AT5G26731";0.996408148420645
714;"AT5G64060";"AT5G15490";0.988514749576995
715;"AT5G64060";"AT5G64420";0.995547291392708
716;"AT5G64050";"ATCG00760";0.987070089186705
717;"AT5G64070";"AT5G64240";0.991917257468988
718;"AT5G64090";"AT5G19410";0.991932985919358
719;"AT5G64190";"AT4G15980";0.994688459456852
720;"AT5G64190";"AT5G65080";0.9879350394382
721;"AT5G64200";"AT2G26590";0.987636783340162
722;"AT5G64110";"AT5G65320";0.987232046788937
723;"AT5G64120";"AT1G26270";0.99185813682538
724;"AT5G63440";"AT5G09270";0.992519869397652
725;"AT5G63610";"AT4G17300";0.993475540320968
726;"AT5G63640";"AT5G20090";0.990047862838641
727;"AT5G63680";"AT4G16280";0.992908652779184
728;"AT5G63690";"AT5G20010";0.990629479563133
729;"AT5G63760";"AT5G24910";0.991773204930745
730;"AT5G63780";"AT5G19540";0.987814311578244
731;"AT5G63780";"AT5G14970";0.989991879505528
732;"AT5G63820";"AT5G26630";0.988744651043319
733;"AT5G63830";"AT4G36480";0.992079506756979
734;"AT5G63830";"AT5G64240";0.990078126923907
735;"AT5G63650";"AT5G66400";0.997202197390601
736;"AT5G63800";"AT5G16820";0.992850955248119
737;"AT5G63710";"AT1G58060";0.991763219538662
738;"AT5G63580";"AT1G51915";0.988396368936342
739;"AT5G63480";"AT5G65050";0.993581614697299
740;"AT5G63140";"AT5G14970";0.994254225525364
741;"AT5G63140";"At5g26665";0.996838964732815
742;"AT5G63220";"AT4G36800";0.991204351243643
743;"AT5G63260";"AT5G15850";0.99577909360076
744;"AT5G63340";"AT4G13960";0.988415163485818
745;"AT5G63280";"AT1G77370";0.993721187156732
746;"AT5G63310";"AT2G33180";0.9909368455733
747;"AT5G63310";"AT1G37537";0.990844207401104
748;"At5g63360";"AT4G14950";0.993430624206545
749;"At5g63360";"AT5G67580";0.987450777759071
750;"AT5G63380";"AT1G56540";0.987901681616196
751;"AT5G63390";"AT5G15450";0.987667318651787
752;"AT5G63490";"AT4G15420";0.987139935525982
753;"AT5G63490";"AT4G17330";0.989037424669444
754;"AT5G63490";"AT5G13080";0.998773846442409
755;"AT5G63490";"AT1G57650";0.991405866691806
756;"AT5G63520";"AT5G11070";0.989179376351949
757;"AT5G62910";"AT1G31730";0.990099171127552
758;"AT5G62930";"AT5G28410";0.989169216542237
759;"AT5G62940";"AT1G24735";0.991090867844097
760;"AT5G62840";"AT5G64080";0.988175762217047
761;"AT5G62750";"AT5G17130";0.990851972208231
762;"AT5G62750";"AT1G31620";0.996627311772712
763;"AT5G62750";"AT5G66000";0.992176940643105
764;"AT5G62890";"AT5G63750";0.988592775476142
765;"AT5G62880";"AT5G66570";0.98900894179919
766;"AT5G62880";"AT5G66090";0.998394671996161
767;"AT5G63010";"AT5G16930";0.988414265192816
768;"AT5G63030";"AT5G08320";0.988214227936578
769;"AT5G63030";"AT5G63910";0.98996749762528
770;"AT5G63080";"AT5G19840";0.991232982978264
771;"AT5G63080";"AT5G27210";0.996142532870251
772;"AT5G63100";"ATMG00080";0.988454283694475
773;"AT5G62800";"At1g37900";0.995876970236479
774;"AT5G62800";"AT5G09370";0.988239336820507
775;"AT5G62830";"AT5G27170";0.992522259824445
776;"AT5G62550";"AT4G17540";0.989015542468386
777;"AT5G62610";"AT5G14760";0.992972958475767
778;"AT5G62500";"AT5G13510";0.990165150921067
779;"AT5G62500";"AT5G64740";0.989903667847109
780;"AT5G62540";"AT3G56850";0.990842904690286
781;"AT5G62575";"AT1G16570";0.988506562285043
782;"AT5G62480";"AT1G44350";0.993206623816972
783;"AT5G62480";"AT4G16680";0.995737778199207
784;"AT5G62530";"AT4G17370";0.988793237024417
785;"AT5G62530";"AT4G36660";0.991708715101803
786;"AT5G62530";"AT5G29040";0.990992402037311
787;"AT5G62460";"AT5G32460";0.988697578828688
788;"AT5G62670";"AT4G16980";0.987657279161383
789;"AT5G62720";"AT4G15930";0.990219993554344
790;"AT5G62720";"AT5G62980";0.987422418444967
791;"AT5G62630";"AT5G34840";0.996292491888512
792;"AT5G62730";"AT2G26500";0.99009509080582
793;"AT5G62290";"AT5G19490";0.987271632349219
794;"AT5G62350";"AT2G26580";0.989893652976263
795;"AT5G62350";"AT5G28510";0.987941431892277
796;"AT5G62350";"AT5G08410";0.987505278348369
797;"AT5G62160";"AT1G30260";0.992176162681046
798;"AT5G62200";"At5g63460";0.989671365324533
799;"AT5G62080";"AT1G58430";0.990896185594706
800;"AT5G62080";"AT5G15720";0.999127659946901
801;"AT5G62080";"AT5G27710";0.992082640594444
802;"AT5G62210";"AT5G17010";0.991759263351879
803;"AT5G62210";"AT5G62490";0.987781509874267
804;"AT5G62090";"AT4G14640";0.989952398698699
805;"AT5G62130";"AT4G25580";0.998275135882469
806;"AT5G62000";"AT4G16563";0.989670159919669
807;"AT5G62250";"AT2G23220";0.992334840364249
808;"AT5G62250";"At1g40952";0.988569066585151
809;"AT5G62280";"At4g16180";0.996627556067551
810;"AT5G62330";"AT5G16920";0.99225322869922
811;"AT5G62390";"AT4G14900";0.987035486248944
812;"AT5G62400";"At1g56530";0.987363985072535
813;"AT5G62420";"AT5G33350";0.997421041706246
814;"AT5G62110";"AT1G44414";0.996703822431555
815;"AT5G62110";"AT5G65630";0.993903712360677
816;"AT5G61830";"AT2G26580";0.989319908835435
817;"AT5G61850";"AT5G28230";0.989044402220727
818;"AT5G61880";"AT5G19440";0.9908466660403
819;"AT5G61880";"AT5G65240";0.993023295786991
820;"AT5G61890";"AT5G66710";0.989218966902281
821;"AT5G61790";"AT4G16440";0.988712024182882
822;"AT5G61790";"AT5G16230";0.991033556629474
823;"AT5G61840";"AT4G17300";0.994955039278349
824;"AT5G61840";"AT1G77360";0.994817078281915
825;"AT5G61770";"AT5G27460";0.995518545035265
826;"AT5G61770";"AT5G26220";0.991957506238733
827;"AT5G61970";"AT5G17020";0.987899839569088
828;"AT5G61930";"AT5G04260";0.988723038616313
829;"AT5G62020";"AT5G19855";0.992511679659563
830;"AT5G61780";"AT5G20680";0.993950304904923
831;"AT5G61800";"At5g26665";0.991273869652574
832;"AT5G61450";"AT4G14110";0.988997668483963
833;"AT5G61450";"AT5G35080";0.988403614208359
834;"AT5G61450";"AT5G26770";0.988031202992194
835;"AT5G61440";"AT4G15110";0.994401057233103
836;"AT5G61440";"AT5G08280";0.989081769998612
837;"AT5G61480";"AT5G67280";0.987680157360807
838;"AT5G61550";"AT5G63410";0.989507189080264
839;"AT5G61620";"AT5G08415";0.989188669330409
840;"AT5G61730";"At5g35350";0.998037058425348
841;"AT5G61730";"AT5G66520";0.989920784520803
842;"AT5G61660";"AT5G12270";0.99558090688833
843;"AT5G61360";"ATMG00130";0.990495712730616
844;"AT5G61040";"AT5G28700";0.989944015650707
845;"AT5G61050";"At1g37900";0.993194309733667
846;"AT5G61050";"AT5G09370";0.992623000651076
847;"AT5G61050";"AT5G19610";0.990274720635391
848;"AT5G61050";"AT5G62800";0.99294642319608
849;"AT5G61120";"AT4G16590";0.988163358069761
850;"AT5G61130";"AT2G45340";0.987556530909086
851;"AT5G61250";"AT2G26510";0.988130004392815
852;"AT5G61250";"AT1G58180";0.993556555368351
853;"AT5G61160";"AT2G39795";0.996317977282826
854;"AT5G61160";"AT5G16070";0.99601103270731
855;"AT5G61230";"AT4G14790";0.99094717632421
856;"AT5G61030";"AT5G63690";0.989753537904155
857;"AT5G61280";"ATMG00890";0.989251320839124
858;"AT5G61280";"At5g20210";0.989974899317808
859;"AT5G60660";"AT4G15290";0.989768822722868
860;"AT5G60620";"AT4G15520";0.987824161465725
861;"AT5G60620";"AT4G14850";0.990419021788109
862;"AT5G60620";"AT5G27400";0.988935239657803
863;"AT5G60780";"AT1G67660";0.990427631365094
864;"AT5G60780";"AT4G17810";0.988917295312749
865;"AT5G60790";"AT4G16760";0.988913754931425
866;"AT5G60790";"AT4G17720";0.989316679473091
867;"AT5G60790";"AT5G25940";0.990905627859017
868;"AT5G60790";"AT5G66010";0.991385196631654
869;"AT5G60790";"AT5G62180";0.994403976977233
870;"AT5G60800";"AT5G64800";0.989386950472827
871;"AT5G60820";"AT1G51850";0.992123172252616
872;"AT5G60860";"AT5G14920";0.98860765656907
873;"AT5G60890";"AT5G08370";0.997542913462245
874;"AT5G60850";"AT5G65890";0.990659266569151
875;"AT5G60930";"AT4G14330";0.987818344160099
876;"AT5G60960";"AT4G17410";0.98851696559548
877;"AT5G60940";"AT5G25380";0.992369292313255
878;"AT5G60240";"AT2G33230";0.99437021152252
879;"AT5G60270";"AT5G20770";0.992374952114665
880;"AT5G60290";"AT5G63900";0.99773323196362
881;"AT5G60340";"AT5G66230";0.997075118228833
882;"AT5G60350";"AT5G64870";0.988197664137644
883;"AT5G60320";"AT5G19290";0.987931057507023
884;"AT5G60200";"AT5G63000";0.989305865461321
885;"AT5G60400";"AT5G27490";0.989402803054224
886;"AT5G60410";"AT4G17020";0.994535508570804
887;"AT5G60600";"AT5G19520";0.992053116984197
888;"AT5G60500";"AT5G61380";0.989145981951589
889;"AT5G60540";"AT5G17040";0.990173523493309
890;"AT5G60540";"AT5G25640";0.99054887249629
891;"AT5G60590";"AT3G56850";0.993439185035154
892;"AT5G60590";"AT5G62540";0.988372924962483
893;"AT1G07940";"AT4G17310";0.993486194944141
894;"AT1G07940";"AT5G20290";0.987139891235309
895;"AT1G07940";"AT4G37090";0.988253125157084
896;"AT5G60530";"AT5G35190";0.991977213208395
897;"AT5G59870";"AT5G17620";0.990795667567676
898;"AT5G59950";"AT5G20570";0.990582865610069
899;"AT5G59890";"AT1G57660";0.989443014617991
900;"AT5G59845";"AT5G28740";0.993015291164552
901;"AT5G59845";"AT5G65110";0.991392718231894
902;"AT5G59845";"AT5G63880";0.989360965523614
903;"AT5G59880";"AT1G77380";0.989857933730454
904;"AT5G59880";"AT5G67600";0.99668451097225
905;"AT5G60040";"AT2G45330";0.991530553706997
906;"AT5G60040";"AT5G19680";0.993398441724265
907;"AT5G60130";"AT5G35380";0.991906650562134
908;"AT5G60190";"AT4G14965";0.994041901111509
909;"AT5G60190";"AT5G09290";0.999738035733729
910;"AT5G60230";"AT5G16860";0.990504501283389
911;"At5g59980";"AT5G27460";0.993882669281003
912;"At5g59980";"AT5G26220";0.987888061888017
913;"At5g59980";"AT5G61770";0.995577808460542
914;"AT5G59420";"AT3G56850";0.989705975599398
915;"AT5G59640";"AT5G28810";0.994612714613313
916;"AT5G59640";"AT5G19610";0.987534470451467
917;"AT5G59660";"AT5G63150";0.99345274108769
918;"AT5G59680";"AT4G17080";0.987805370142151
919;"AT5G59680";"AT5G27520";0.990502112693237
920;"AT5G59770";"AT4G17240";0.993632805811063
921;"AT5G59770";"AT1G28290";0.989859258342941
922;"AT5G59720";"AT5G09462";0.994637154496499
923;"AT5G59970";"AT5G60200";0.990952182723328
924;"AT5G59750";"AT1G67670";0.988911878909114
925;"AT5G59750";"AT4G16090";0.98972651215027
926;"AT5G59710";"AT4G16660";0.988864471713732
927;"AT5G59460";"AT5G30490";0.987079077555841
928;"AT5G59460";"AT5G26180";0.988153608615439
929;"AT5G59250";"At1g44254";0.990859368223355
930;"AT5G59250";"AT1G26320";0.987211473439595
931;"AT5G59340";"AT4G36500";0.988555713218712
932;"AT5G59340";"AT3G56710";0.988595441554369
933;"AT5G59360";"AT4G16770";0.994583991555659
934;"AT5G59360";"AT4G16800";0.990698896482456
935;"AT5G59350";"AT4G15140";0.988836479907675
936;"AT5G59305";"AT5G04120";0.990299110744254
937;"AT5G59150";"AT5G19600";0.988696621112307
938;"AT5G59150";"AT5G19840";0.991757599124917
939;"AT5G59150";"AT5G27210";0.995013952973461
940;"AT5G59150";"AT5G63080";0.996515467017753
941;"AT5G59430";"AT2G47420";0.987086517259207
942;"AT5G59430";"AT5G62540";0.988290076432063
943;"AT5G59430";"AT5G61530";0.987235919393921
944;"AT5G59490";"AT5G66460";0.99169694081828
945;"AT5G59580";"At5g21030";0.992996981628067
946;"AT5G59600";"AT2G40880";0.990579065525528
947;"AT5G59600";"AT5G20170";0.989928619001575
948;"AT5G59400";"AT1G44110";0.989292352750585
949;"AT5G59400";"AT5G27820";0.990137731993239
950;"AT5G59200";"AT2G45330";0.989338444663045
951;"AT5G59020";"At1g57760";0.999416101314667
952;"AT5G59020";"AT5G15410";0.989549360768354
953;"AT5G58970";"AT1G32160";0.992243443699118
954;"AT5G59000";"AT4G17240";0.991516616949134
955;"AT5G58920";"AT5G67200";0.990840078799592
956;"AT5G59060";"AT4G15520";0.988021218468922
957;"AT5G59070";"AT2G26530";0.990672384125417
958;"AT5G59090";"AT4G36410";0.987003355797616
959;"AT5G59130";"AT5G64870";0.987107008029714
960;"AT5G59160";"AT5G21090";0.987690218879394
961;"AT5G59170";"AT5G09490";0.987156663341831
962;"AT5G59170";"AT5G20560";0.994231888870796
963;"AT5G59180";"AT5G27750";0.988964065435718
964;"AT5G58870";"AT5G22060";0.990769859595138
965;"AT5G58890";"AT5G27810";0.989617164684663
966;"AT5G58900";"AT1G25230";0.991393600781765
967;"AT5G58910";"AT4G17220";0.989783584502316
968;"AT5G58910";"AT1G77330";0.998425946844123
969;"AT5G58930";"AT1G51070";0.988996764020043
970;"AT5G58590";"AT5G42020";0.995517220474166
971;"AT5G58590";"AT5G33290";0.989978539214071
972;"AT5G58590";"AT5G27210";0.994157320187055
973;"AT5G58610";"AT5G66390";0.990823756564365
974;"AT5G58610";"AT5G64150";0.987377649892756
975;"AT5G58660";"AT1G67750";0.990518273611585
976;"AT5G58660";"AT1G58150";0.988632224982188
977;"AT5G58690";"AT5G59310";0.993743308959623
978;"AT5G58740";"AT1G16570";0.987826496487077
979;"AT5G58784";"AT5G60520";0.987211241470437
980;"AT5G58790";"AT5G66350";0.9913110121268
981;"AT5G58800";"AT1G67670";0.996016811709668
982;"AT5G58800";"AT4G15700";0.992585521482121
